,name,company
4185,Продавец-консультант ювелирных изделий в ювелирную сеть,«Мир золота»
4186,Начинающий юрист,Мугадаров и партнеры
4187,Оператор контакт-центра,КДЛ ОЛИМП (ТОО Мырза-Хан)
4188,Копирайтер в образовательный центр,TED ONLINE
4189,Кассир в ZEBRA COFFEE,AB-group
4190,Инженер-конструктор,MX-ENGINEERING (МХ-ИНДЖИНИРИНГ)
4191,Хостес,Aula Astana (AULA FAMILY)
4192,Помощник главного бухгалтера,ТОРГОВЫЙ ДОМ ЛД
4193,Помощник/ассистент руководителя,МҰХАМЕДЖАН Д.Ә.
4194,Сервис-менеджер,"Страховая компания Халык, ДО Народного Банка Казахстана"
4195,Технолог,Салават
4197,Флорист,JDJ Group
4198,Повар горячего цеха,PROSECCARNA
4199,Помощник бухгалтера,Социальный центр дислексии
4202,Администратор,OPATRA LONDON (ОПАТРА ЛОНДОН)
4203,Администратор гостевого дома,Clv Market
4204,Преподаватель английского языка (speeking club) в школу Assel Amangeldi,LingvoEdu
4205,Водитель (с личным автомобилем),Абсолют
4206,Юрист в единственном числе,STROY ONE
4207,Директор по строительству сетей НВК,AZIYA SG
4208,PR-менеджер,Транстелеком
4209,Диспетчер в логистическую компанию,Макашев
4212,Юрист,Tarlan International
4213,Менеджер по туризму,NurAi & Co
4216,Администратор ресторана (менеджер),PROSECCARNA
4217,Диспетчер ЖК,Мой дом MWC (TM ULYTAU GROUP)
4218,"Ведущий инженер направления ""Центр управления информационной безопасностью - SOC""",Транстелеком
4219,Офис-менеджер / HR - специалист,Dasco Consulting Group
4220,Фармацевт,М КЛИНИКА
4221,Менеджер по аренде,Аргымак менеджмент групп
4222,Финансовый менеджер,Kemel Education
4223,Бухгалтер / начинающий специалист,Тест Медикал
4224,Помощник бухгалтера,PARTNERS REALTY
4225,Ассистент тренера по детскому футболу,Жарқырау 2013
4227,Менеджер по продажам,Flowers Astana
4228,Личный водитель,Сегун
4229,Оператор ПК/Оператор базы данных,Сарыбаева Ш.А
4230,Начальник отдела доставки,RB Brands
4231,Начальник АХО/прораб,Танжер-1
4232,Администратор в кофейню,KULTURA DIKTUET
4233,Разнорабочий,ZERO WASTE
4235,Администратор в центр гинекологии,W CLINIC
4236,Event-менеджер (менеджер по организации мероприятий),ASTANA PRODUCTION LLC
4237,"Преподаватель английского языка, IELTS",IELTS CENTER
4238,Старший менеджер отдела кадров,Частное учреждение National Laboratory Astana
4239,Recruiter,Хуавей Текнолоджиз Казахстан
4240,Администратор образовательного центра,IELTS CENTER
4241,АФК-инструктор/учитель физической культуры,КАЛИЕВ Б.К.
4242,Бармен,Батсу-Демалыс аймағы
4249,Продавец-кассир в магазин Lacoste в ТРЦ Хан Шатыр,Intermode (Интермоде)
4250,Клиентский менеджер Центр банковского обслуживания\Центр бизнеса,Народный банк Казахстана
4251,Менеджер по работе с клиентами,СК ГЕДЕОН
4252,Бариста,Эмиль
4253,Диспетчер (менеджер по логистике),TECHNODOM Operator (Технодом Оператор)
4254,Специалист мониторинга сетевой активности,Группа компаний Аллюр (Allur)
4257,Администратор офиса с функциями HR менеджера,Alver Group
4258,Менеджер-администратор,Сауров
4260,HR ассистент,СЕМБАЕВА З.Д
4262,Аналитик по контролю ресурсов,"Qazaq Air, АО"
4263,Личный помощник руководителя,Мерей
4264,"Администратор в база отдыха ""TEПЛО""",Бопан
4265,"Старший менеджер по продажам в моно-бутик (Loro Piana, Brunello Cucinelli Talan Gallery)",VILED FASHION (ВИЛЕД ФЕШН)
4266,Няня,ОНЕГЕЛИ
4267,IT-специалист,BaianTech
